Agency,Mode,Year,UPT,VRM,city,state,Service Area SQ Miles,Avg Cost Per Trip FY,Avg Fares Per Trip FY,tci,jobs,trips/week,routes,%transit,population
City of Kenosha,SR,2020,3845,4511,Kenosha,WI,27.0,19.491344873502,0.760165932602684,1.3,23740,599,7,0.013,94295
The Greater Cleveland Regional Transit Authority,HR,2020,2638201,2434523,Cleveland,OH,458.0,11.4397876130865,1.1651248638527,1.4,153684,2368,6,0.083,370278
The Greater Cleveland Regional Transit Authority,LR,2020,589245,573726,Cleveland,OH,458.0,19.6120843420987,1.57179665706609,1.4,153684,2368,6,0.083,370278
Metro Transit,CR,2020,152455,253291,Minneapolis,MN,465.0,119.260453400504,3.326880172724,2.9,329428,4192,12,0.11,426877
Metro Transit,LR,2020,10255520,4034814,Minneapolis,MN,465.0,6.36891965806475,0.888992689225925,2.9,329428,4192,12,0.11,426877
Chicago Transit Authority,HR,2020,76049871,69510641,Chicago,IL,283.0,6.17551691765334,1.31699996270663,3.9,545242,6082,11,0.251,2723878
Northern Indiana Commuter Transportation District,CR,2020,995049,3923145,Chesterton,IN,1970.0,40.3285716344126,6.1896097550752,0.0,51,3,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,CR,2020,7289149,15273179,Chicago,IL,3947.0,39.2077654519985,4.63013992990007,3.9,545242,6082,11,0.251,2723878
Northeast Illinois Regional Commuter Railroad Corporation,CR,2020,9441882,15388572,Chicago,IL,3947.0,19.6101628904791,4.67791520136668,3.9,545242,6082,11,0.251,2723878
Detroit Transportation Corporation,MG,2020,269058,79721,Detroit,MI,3.0,25.3473784064604,0.372632575757576,1.1,108498,1558,6,0.069,637041
M-1 Rail,SR,2020,0,0,Detroit,MI,6.0,10.8461407334881,0.0,1.1,108498,1558,6,0.069,637041
M-1 Rail,SR,2020,190479,40334,Detroit,MI,6.0,0.319231683097297,0.0,1.1,108498,1558,6,0.069,637041
City of Cincinnati,SR,2020,168392,51516,Cincinnati,OH,3.0,5.2824470531925,0.0,2.2,182320,2686,10,0.066,307294
City of Milwaukee,SR,2020,261303,68807,Milwaukee,WI,1.0,13.0858679934067,0.0,1.9,181382,2773,7,0.062,573459
City of El Paso,SR,2020,68318,23513,El Paso,TX,234.0,23.4058385676286,0.0,0.7,38335,688,5,0.012,656547
Fort Worth Transportation Authority,CR,2020,262562,2315254,Fort Worth,TX,350.0,56.5743144305001,2.77862142457394,0.6,27240,1142,2,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",LR,2020,10632881,3150386,Houston,TX,1309.0,8.5330203699075,0.185331199997191,0.8,184921,1837,4,0.036,2482229
Central Oklahoma Transportation and Parking Authority,SR,2020,231399,133064,Oklahoma City,OK,283.0,30.1403621379611,0.392341217956337,0.3,32677,373,2,0.005,684653
New Orleans Regional Transit Authority,SR,2020,2016527,923257,New Orleans,LA,75.0,14.9325235913033,0.761821190591547,1.4,83640,1666,6,0.06,380408
Rock Region Metropolitan Transit Authority,SR,2020,17196,10756,North Little Rock,AR,111.0,17.0718063841565,0.0,0.2,32779,302,2,0.014,60050
Capital Metropolitan Transportation Authority,YR,2020,278779,511754,Austin,TX,549.0,72.9964656982079,2.74586128441597,1.0,152170,1907,5,0.032,943530
Dallas Area Rapid Transit,CR,2020,900018,1308096,Dallas,TX,698.0,38.3109353462769,3.15041008208683,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,LR,2020,16262193,9403844,Dallas,TX,698.0,11.2416384603209,0.710960046230889,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,SR,2020,152397,91637,Dallas,TX,698.0,20.9860911153949,0.710963617286059,1.0,177968,2075,5,0.03,1330798
Denton County Transportation Authority,YR,2020,144246,500110,Lewisville,TX,156.0,72.466548271805,1.48687814948831,0.0,1367,56,0,0.007,122973
Rio Metro Regional Transit District,CR,2020,143462,273541,Albuquerque,NM,990.0,81.2984895831425,1.71456125375956,0.5,68453,640,3,0.015,543444
McKinney Avenue Transit Authority,SR,2020,585839,66351,Dallas,TX,5.0,5.40651448743415,0.0875939200276362,1.0,177968,2075,5,0.03,1330798
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,LR,2020,6746245,5511471,Saint Louis,MO,558.0,14.8942873237702,1.13900328014932,1.5,163458,1809,6,0.071,298018
"Kansas City, City of Missouri",SR,2020,786085,110420,Kansas City,MO,2.0,3.88171606574654,0.0,0.8,75622,989,4,0.025,509575
Utah Transit Authority,CR,2020,2024524,4039581,Salt Lake City,UT,607.0,15.522884317913,1.17655100063694,1.6,195858,2682,8,0.065,204659
Utah Transit Authority,LR,2020,8247364,6114108,Salt Lake City,UT,607.0,8.90907591909617,0.93545532170743,1.6,195858,2682,8,0.065,204659
Denver Regional Transportation District,CR,2020,173765,197570,Denver,CO,2342.0,27.3896636630071,0.717945781428673,1.7,232676,2264,8,0.062,710800
Denver Regional Transportation District,CR,2020,4780402,6048702,Denver,CO,2342.0,10.7976472717572,2.13367831646865,1.7,232676,2264,8,0.062,710800
Denver Regional Transportation District,LR,2020,10464678,9063803,Denver,CO,2342.0,12.6675213522257,0.940471374509256,1.7,232676,2264,8,0.062,710800
San Francisco Bay Area Rapid Transit District,HR,2020,34124293,56052627,Oakland,CA,80.0,15.3779959277636,3.69556988818987,3.4,349171,4379,15,0.208,437832
San Francisco Bay Area Rapid Transit District,MG,2020,176088,233866,Oakland,CA,80.0,18.3171923579803,6.29348049483346,3.4,349171,4379,15,0.208,437832
San Francisco Bay Area Rapid Transit District,YR,2020,838426,1031648,Oakland,CA,80.0,15.523337558973,2.91596832827681,3.4,349171,4379,15,0.208,437832
Santa Clara Valley Transportation Authority,LR,2020,3175194,2677625,San Jose,CA,346.0,29.5163682881098,1.1132666008809,1.5,150209,2424,6,0.037,982926
City and County of San Francisco,CC,2020,1317658,52327,San Francisco,CA,49.0,25.3058289865522,6.42869781086248,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,LR,2020,12290320,1497484,San Francisco,CA,49.0,9.26557178268749,0.474917304911107,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,SR,2020,1500548,108652,San Francisco,CA,49.0,9.61777552306272,0.514119887352111,7.4,596446,9616,20,0.312,851036
Sacramento Regional Transit District,LR,2020,5356593,3381052,Sacramento,CA,291.0,13.5237190844369,1.10618164704963,1.7,131535,1135,9,0.027,516615
San Diego Metropolitan Transit System,LR,2020,21729697,9773463,San Diego,CA,902.0,3.61431286507528,0.739698579868262,1.2,109389,1941,5,0.037,1384593
North County Transit District,CR,2020,314746,863389,Oceanside,CA,340.0,57.6572149736482,4.15365800309694,0.9,39508,992,5,0.024,173925
North County Transit District,YR,2020,1437461,683924,Oceanside,CA,340.0,21.6169992216009,0.879988996372338,0.9,39508,992,5,0.024,173925
City of Tucson,SR,2020,394850,198065,Tucson,AZ,335.0,2.86905568095185,0.19942548971034,0.9,80693,1324,5,0.027,537263
Peninsula Corridor Joint Powers Board,CR,2020,4724627,5825782,San Carlos,CA,425.0,24.6563712009328,6.1793176268048,1.2,144392,837,5,0.051,28846
Southern California Regional Rail Authority,CR,2020,4091383,11708087,Los Angeles,CA,2291.0,75.1559927029295,9.26914373911137,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,HR,2020,22776524,6500550,Los Angeles,CA,4629.0,7.16259817326008,0.411129644838223,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,LR,2020,29142425,13929065,Los Angeles,CA,4629.0,13.5962145433731,0.35972611986719,2.3,424333,4140,10,0.085,3880512
Altamont Corridor Express,CR,2020,399181,621445,Stockton,CA,28.0,76.1868564251061,8.07018364671716,1.3,40460,722,7,0.014,312413
"Valley Metro Rail, Inc.",LR,2020,8557187,3148309,Phoenix,AZ,47.0,6.5811597153633,0.726788943577767,0.7,166824,1472,4,0.026,1596596
Sonoma-Marin Area Rail Transit District,CR,2020,247989,517068,Petaluma,CA,2596.0,47.7817743817753,2.81323201567258,1.5,19672,644,10,0.025,49372
King County,SR,2021,829953,187454,Seattle,WA,2134.0,9.89099082954802,0.437588582656251,4.9,403896,4783,19,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,LR,2021,16051580,8169934,Portland,OR,376.0,9.62637821026598,0.898112266032977,2.6,218492,3517,10,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,YR,2021,88021,109182,Portland,OR,376.0,89.1557793650659,0.631682005091052,2.6,218492,3517,10,0.109,641885
City of Seattle,MG,2021,666872,113263,Seattle,WA,83.0,2.96388766717393,2.91086227158419,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,CR,2021,734481,1592374,Seattle,WA,1089.0,43.350336123972,2.85082451896653,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,LR,2021,11516117,5921192,Seattle,WA,1089.0,8.88844042063662,1.21713443748976,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,SR,2021,371932,72772,Seattle,WA,1089.0,33.7789631578947,0.344276315789474,4.9,403896,4783,19,0.214,734731
Alaska Railroad Corporation,AR,2021,166263,835578,Anchorage,AK,266.0,268.941064790582,160.249505398476,0.4,51758,750,3,0.015,290674
City of Portland,SR,2021,1802923,355345,Portland,OR,11.0,8.86621754977313,0.221575140903249,2.6,218492,3517,10,0.109,641885
City of Portland,TR,2021,0,0,Portland,OR,11.0,3.2986956704983,0.580656599251266,2.6,218492,3517,10,0.109,641885
Massachusetts Bay Transportation Authority,CR,2021,8901241,20367685,Boston,MA,3244.0,20.3345511067069,4.79423270509342,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,HR,2021,64040522,21828314,Boston,MA,3244.0,4.49772143324364,1.53271912187322,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,LR,2021,24065640,5070554,Boston,MA,3244.0,5.32054511351991,1.28864486067863,7.1,732061,5983,14,0.306,665942
Connecticut Department of Transportation,CR,2021,122054,981555,Newington,CT,171.0,134.766863514102,6.3168943184721,1.1,0,2451,6,0.013,30458
Northern New England Passenger Rail Authority,CR,2021,283721,2400571,Portland,ME,3706.0,50.9837146900301,20.155367734053,2.2,66841,1506,9,0.026,68352
Niagara Frontier Transportation Authority,LR,2021,1890238,817055,Buffalo,NY,336.0,12.0426570940541,1.30169305631832,2.2,132530,1661,8,0.092,276688
Port Authority Transit Corporation,HR,2021,3683090,4334618,Camden,NJ,16.0,10.8383393711976,2.36238135738868,2.6,375747,2469,1,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,2021,32254130,51909106,New York,NY,527.0,24.2004341812688,8.41318942191887,8.7,1296548,13960,19,0.544,8621501
New Jersey Transit Corporation,CR,2021,30059448,58299491,Newark,NJ,5325.0,24.4614111990785,7.062002533205,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,LR,2021,2966296,502995,Newark,NJ,5325.0,7.28412821419705,0.991414510289936,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,LR,2021,9447646,2110969,Newark,NJ,5325.0,8.43414812540122,0.53706361200171,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,YR,2021,1508736,1171907,Newark,NJ,5325.0,21.0631688127848,0.557828551791315,4.8,282108,5486,2,0.212,307355
Port Authority Trans-Hudson Corporation,HR,2021,32073673,12631773,New York,NY,226.0,10.0211749072654,2.43312567162522,8.7,1296548,13960,19,0.544,8621501
Staten Island Rapid Transit Operating Authority,HR,2021,2776302,2349663,New York,NY,59.0,13.5547055701508,0.65299535151799,8.7,1296548,13960,19,0.544,8621501
MTA Long Island Rail Road,CR,2021,49167557,58398960,New York,NY,2967.0,25.4690847358046,6.7864969133796,8.7,1296548,13960,19,0.544,8621501
Cambria County Transit Authority,IP,2021,0,0,Johnstown,PA,688.0,30.9261625315703,0.0,3.0,13224,1171,8,0.057,18422
Southeastern Pennsylvania Transportation Authority,CR,2021,11374112,11893170,Philadelphia,PA,844.0,16.5626148935428,3.87438447317185,4.6,367544,5229,12,0.23,1593208
Southeastern Pennsylvania Transportation Authority,HR,2021,41312395,15938776,Philadelphia,PA,844.0,4.14658442381391,0.879975871572353,4.6,367544,5229,12,0.23,1593208
Southeastern Pennsylvania Transportation Authority,SR,2021,8901330,2325312,Philadelphia,PA,844.0,5.80040578057152,0.945625611295335,4.6,367544,5229,12,0.23,1593208
Pittsburgh Regional Transit,IP,2021,310326,13379,Pittsburgh,PA,775.0,8.32243848918901,1.14990513484188,3.9,260426,4552,18,0.162,303843
Pittsburgh Regional Transit,LR,2021,2018734,1495622,Pittsburgh,PA,775.0,24.1981513120049,0.924069629146431,3.9,260426,4552,18,0.162,303843
Washington Metropolitan Area Transit Authority,HR,2021,56026328,69234007,Washington,DC,1108.0,11.7044756343657,1.82543095920609,5.3,545507,7528,20,0.329,670587
Maryland Transit Administration,CR,2021,1453713,4406497,Baltimore,MD,2560.0,46.8836941196747,6.31799225132868,3.5,255135,3787,12,0.148,584548
Maryland Transit Administration,HR,2021,2021540,4716871,Baltimore,MD,2560.0,41.2149052300701,0.714463055814179,3.5,255135,3787,12,0.148,584548
Maryland Transit Administration,LR,2021,2722282,3222554,Baltimore,MD,2560.0,11.3566060069565,0.714542460583807,3.5,255135,3787,12,0.148,584548
Pennsylvania Department of Transportation,CR,2021,265787,1381902,Harrisburg,PA,2092.0,53.4360662477464,40.8174151158317,3.3,81287,1328,15,0.061,50055
Virginia Railway Express,CR,2021,531143,2015605,Woodbridge,VA,730.0,62.3666755328218,9.50731594202898,0.7,19953,518,5,0.031,42663
Transportation District Commission of Hampton Roads,LR,2021,620673,362233,Hampton,VA,438.0,16.8852018823684,1.14763797903476,0.5,25708,661,3,0.016,137217
West Virginia University,MG,2021,840983,276578,Morgantown,WV,12.0,3.35262509662233,0.0610015728271459,1.3,26165,1132,9,0.027,33409
District Department of Transportation,SR,2021,286029,119191,Washington,DC,24.0,17.8800811085909,0.0,5.3,545507,7528,20,0.329,670587
Chattanooga Area Regional Transportation Authority,IP,2021,433885,19730,Chattanooga,TN,289.0,5.01634335401539,6.50138316425865,0.5,29469,462,3,0.016,184149
City of Memphis,SR,2021,237884,68416,Memphis,TN,254.0,12.7038133714754,0.358847819237772,0.5,45900,501,3,0.01,627640
City of Charlotte North Carolina,LR,2021,3035535,1512294,Charlotte,NC,675.0,11.5936234537138,1.3110225736449,0.7,131798,1128,4,0.031,857940
City of Charlotte North Carolina,SR,2021,131058,45330,Charlotte,NC,675.0,7.79672629242936,0.0,0.7,131798,1128,4,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,HR,2021,22988471,18251994,Atlanta,GA,605.0,8.25454242718684,1.43513316791868,1.9,257838,2523,10,0.096,494513
Metropolitan Atlanta Rapid Transit Authority,SR,2021,114849,54149,Atlanta,GA,605.0,42.3420830056534,0.272001543186978,1.9,257838,2523,10,0.096,494513
County of Miami-Dade,HR,2021,9708188,5301629,Miami,FL,306.0,10.1509192003321,1.07467174109841,2.7,293807,4935,11,0.084,441830
County of Miami-Dade,MG,2021,4012036,890392,Miami,FL,306.0,5.83092289121068,0.0,2.7,293807,4935,11,0.084,441830
Jacksonville Transportation Authority,MG,2021,296400,101176,Jacksonville,FL,1807.0,27.434022039947,0.0,0.4,38618,684,3,0.015,952608
Hillsborough Area Regional Transit Authority,SR,2021,870776,128287,Tampa,FL,418.0,2.33679751584011,0.0,0.7,146486,991,4,0.019,383344
South Florida Regional Transportation Authority,CR,2021,2540158,3454798,Pompano Beach,FL,32.0,32.8519704906211,3.31489171141496,0.6,132676,973,3,0.02,110991
Central Florida Commuter Rail,CR,2021,743395,995384,Tallahassee,FL,110.0,65.9892382106404,2.08931326967954,1.2,65783,777,5,0.026,191332
City of Kenosha,SR,2021,19876,16047,Kenosha,WI,27.0,19.491344873502,0.760165932602684,1.3,23740,599,7,0.013,94295
The Greater Cleveland Regional Transit Authority,HR,2021,2420125,2389074,Cleveland,OH,458.0,11.4397876130865,1.1651248638527,1.4,153684,2368,6,0.083,370278
The Greater Cleveland Regional Transit Authority,LR,2021,465123,468737,Cleveland,OH,458.0,19.6120843420987,1.57179665706609,1.4,153684,2368,6,0.083,370278
Metro Transit,CR,2021,50433,158717,Minneapolis,MN,465.0,119.260453400504,3.326880172724,2.9,329428,4192,12,0.11,426877
Metro Transit,LR,2021,10673554,4680138,Minneapolis,MN,465.0,6.36891965806475,0.888992689225925,2.9,329428,4192,12,0.11,426877
Chicago Transit Authority,HR,2021,78623048,72369642,Chicago,IL,283.0,6.17551691765334,1.31699996270663,3.9,545242,6082,11,0.251,2723878
Northern Indiana Commuter Transportation District,CR,2021,1024745,3821360,Chesterton,IN,1970.0,40.3285716344126,6.1896097550752,0.0,51,3,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,CR,2021,6194063,16105095,Chicago,IL,3947.0,39.2077654519985,4.63013992990007,3.9,545242,6082,11,0.251,2723878
Northeast Illinois Regional Commuter Railroad Corporation,CR,2021,7886687,16733181,Chicago,IL,3947.0,19.6101628904791,4.67791520136668,3.9,545242,6082,11,0.251,2723878
Detroit Transportation Corporation,MG,2021,0,0,Detroit,MI,3.0,25.3473784064604,0.372632575757576,1.1,108498,1558,6,0.069,637041
M-1 Rail,SR,2021,105869,29692,Detroit,MI,6.0,10.8461407334881,0.0,1.1,108498,1558,6,0.069,637041
City of Cincinnati,SR,2021,557511,88198,Cincinnati,OH,3.0,5.2824470531925,0.0,2.2,182320,2686,10,0.066,307294
City of Milwaukee,SR,2021,301170,74463,Milwaukee,WI,1.0,13.0858679934067,0.0,1.9,181382,2773,7,0.062,573459
City of El Paso,SR,2021,21107,11746,El Paso,TX,234.0,23.4058385676286,0.0,0.7,38335,688,5,0.012,656547
Fort Worth Transportation Authority,CR,2021,380019,2452181,Fort Worth,TX,350.0,56.5743144305001,2.77862142457394,0.6,27240,1142,2,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",LR,2021,8977338,2596295,Houston,TX,1309.0,8.5330203699075,0.185331199997191,0.8,184921,1837,4,0.036,2482229
City of Galveston,SR,2021,4898,855,Galveston,TX,32.0,35.1813914064028,0.771532894307883,0.9,21664,297,2,0.006,54099
Central Oklahoma Transportation and Parking Authority,SR,2021,239117,152935,Oklahoma City,OK,283.0,30.1403621379611,0.392341217956337,0.3,32677,373,2,0.005,684653
New Orleans Regional Transit Authority,SR,2021,2317262,645164,New Orleans,LA,75.0,6.60832707566672,0.63203676554039,1.4,83640,1666,6,0.06,380408
Rock Region Metropolitan Transit Authority,SR,2021,22798,16089,North Little Rock,AR,111.0,17.0718063841565,0.0,0.2,32779,302,2,0.014,60050
Capital Metropolitan Transportation Authority,YR,2021,336934,590873,Austin,TX,549.0,72.9964656982079,2.74586128441597,1.0,152170,1907,5,0.032,943530
Dallas Area Rapid Transit,CR,2021,923633,1365162,Dallas,TX,698.0,38.3109353462769,3.15041008208683,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,LR,2021,15469612,9063990,Dallas,TX,698.0,11.2416384603209,0.710960046230889,1.0,177968,2075,5,0.03,1330798
Dallas Area Rapid Transit,SR,2021,134287,91353,Dallas,TX,698.0,20.9860911153949,0.710963617286059,1.0,177968,2075,5,0.03,1330798
Denton County Transportation Authority,YR,2021,135486,571631,Lewisville,TX,156.0,72.466548271805,1.48687814948831,0.0,1367,56,0,0.007,122973
Rio Metro Regional Transit District,CR,2021,186595,962809,Albuquerque,NM,990.0,81.2984895831425,1.71456125375956,0.5,68453,640,3,0.015,543444
McKinney Avenue Transit Authority,SR,2021,677694,72029,Dallas,TX,5.0,5.40651448743415,0.0875939200276362,1.0,177968,2075,5,0.03,1330798
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,LR,2021,5884125,5650690,Saint Louis,MO,558.0,14.8942873237702,1.13900328014932,1.5,163458,1809,6,0.071,298018
"Kansas City, City of Missouri",SR,2021,1061105,122767,Kansas City,MO,2.0,3.88171606574654,0.0,0.8,75622,989,4,0.025,509575
Utah Transit Authority,CR,2021,2062334,4569404,Salt Lake City,UT,607.0,15.522884317913,1.17655100063694,1.6,195858,2682,8,0.065,204659
Utah Transit Authority,LR,2021,8403862,6334698,Salt Lake City,UT,607.0,8.90907591909617,0.93545532170743,1.6,195858,2682,8,0.065,204659
Denver Regional Transportation District,CR,2021,763113,691630,Denver,CO,2342.0,27.3896636630071,0.717945781428673,1.7,232676,2264,8,0.062,710800
Denver Regional Transportation District,CR,2021,5822309,4930201,Denver,CO,2342.0,10.7976472717572,2.13367831646865,1.7,232676,2264,8,0.062,710800
Denver Regional Transportation District,LR,2021,10016239,9585582,Denver,CO,2342.0,12.6675213522257,0.940471374509256,1.7,232676,2264,8,0.062,710800
San Francisco Bay Area Rapid Transit District,HR,2021,26106798,62415418,Oakland,CA,80.0,15.3779959277636,3.69556988818987,3.4,349171,4379,15,0.208,437832
San Francisco Bay Area Rapid Transit District,MG,2021,260116,238207,Oakland,CA,80.0,18.3171923579803,6.29348049483346,3.4,349171,4379,15,0.208,437832
San Francisco Bay Area Rapid Transit District,YR,2021,822875,1006326,Oakland,CA,80.0,15.523337558973,2.91596832827681,3.4,349171,4379,15,0.208,437832
Santa Clara Valley Transportation Authority,LR,2021,1802099,1947532,San Jose,CA,346.0,29.5163682881098,1.1132666008809,1.5,150209,2424,6,0.037,982926
City and County of San Francisco,CC,2021,861664,70292,San Francisco,CA,49.0,25.3058289865522,6.42869781086248,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,LR,2021,9646151,2839144,San Francisco,CA,49.0,9.26557178268749,0.474917304911107,7.4,596446,9616,20,0.312,851036
City and County of San Francisco,SR,2021,1305540,141370,San Francisco,CA,49.0,9.61777552306272,0.514119887352111,7.4,596446,9616,20,0.312,851036
Sacramento Regional Transit District,LR,2021,4056636,3613335,Sacramento,CA,291.0,13.5237190844369,1.10618164704963,1.7,131535,1135,9,0.027,516615
San Diego Metropolitan Transit System,LR,2021,23485720,10382396,San Diego,CA,902.0,3.61431286507528,0.739698579868262,1.2,109389,1941,5,0.037,1384593
North County Transit District,CR,2021,373675,1195988,Oceanside,CA,340.0,57.6572149736482,4.15365800309694,0.9,39508,992,5,0.024,173925
North County Transit District,YR,2021,1245078,810255,Oceanside,CA,340.0,21.6169992216009,0.879988996372338,0.9,39508,992,5,0.024,173925
City of Tucson,SR,2021,896950,200578,Tucson,AZ,335.0,2.86905568095185,0.19942548971034,0.9,80693,1324,5,0.027,537263
Peninsula Corridor Joint Powers Board,CR,2021,2660477,5960792,San Carlos,CA,425.0,24.6563712009328,6.1793176268048,1.2,144392,837,5,0.051,28846
Southern California Regional Rail Authority,CR,2021,2922403,10582629,Los Angeles,CA,2291.0,75.1559927029295,9.26914373911137,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,HR,2021,21398104,6011706,Los Angeles,CA,4629.0,7.16259817326008,0.411129644838223,2.3,424333,4140,10,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,LR,2021,26468779,12774353,Los Angeles,CA,4629.0,13.5962145433731,0.35972611986719,2.3,424333,4140,10,0.085,3880512
Altamont Corridor Express,CR,2021,228181,669056,Stockton,CA,28.0,76.1868564251061,8.07018364671716,1.3,40460,722,7,0.014,312413
"Valley Metro Rail, Inc.",LR,2021,7250503,2961315,Phoenix,AZ,47.0,6.5811597153633,0.726788943577767,0.7,166824,1472,4,0.026,1596596
Sonoma-Marin Area Rail Transit District,CR,2021,225636,541797,Petaluma,CA,2596.0,47.7817743817753,2.81323201567258,1.5,19672,644,10,0.025,49372
King County,SR,2022,1117605,180369,Seattle,WA,2134.0,9.89099082954802,0.437588582656251,4.9,403896,4783,19,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,LR,2022,20544864,8107434,Portland,OR,376.0,9.62637821026598,0.898112266032977,2.6,218492,3517,10,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,YR,2022,115248,101377,Portland,OR,376.0,89.1557793650659,0.631682005091052,2.6,218492,3517,10,0.109,641885
City of Seattle,MG,2022,1633951,228303,Seattle,WA,83.0,2.96388766717393,2.91086227158419,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,CR,2022,1269923,1832559,Seattle,WA,1089.0,43.350336123972,2.85082451896653,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,LR,2022,23624135,7979291,Seattle,WA,1089.0,8.88844042063662,1.21713443748976,4.9,403896,4783,19,0.214,734731
Central Puget Sound Regional Transit Authority,SR,2022,267722,60824,Seattle,WA,1089.0,33.7789631578947,0.344276315789474,4.9,403896,4783,19,0.214,734731
Alaska Railroad Corporation,AR,2022,219757,1131787,Anchorage,AK,266.0,268.941064790582,160.249505398476,0.4,51758,750,3,0.015,290674
City of Portland,SR,2022,2459380,384533,Portland,OR,11.0,8.86621754977313,0.221575140903249,2.6,218492,3517,10,0.109,641885
City of Portland,TR,2022,687131,19105,Portland,OR,11.0,3.2986956704983,0.580656599251266,2.6,218492,3517,10,0.109,641885
Massachusetts Bay Transportation Authority,CR,2022,18984423,23707249,Boston,MA,3244.0,20.3345511067069,4.79423270509342,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,HR,2022,81361484,19389763,Boston,MA,3244.0,4.49772143324364,1.53271912187322,7.1,732061,5983,14,0.306,665942
Massachusetts Bay Transportation Authority,LR,2022,33388741,5282311,Boston,MA,3244.0,5.32054511351991,1.28864486067863,7.1,732061,5983,14,0.306,665942
Connecticut Department of Transportation,CR,2022,188701,1344872,Newington,CT,171.0,134.766863514102,6.3168943184721,1.1,0,2451,6,0.013,30458
Northern New England Passenger Rail Authority,CR,2022,477367,2594215,Portland,ME,3706.0,50.9837146900301,20.155367734053,2.2,66841,1506,9,0.026,68352
Niagara Frontier Transportation Authority,LR,2022,2368887,769836,Buffalo,NY,336.0,12.0426570940541,1.30169305631832,2.2,132530,1661,8,0.092,276688
Port Authority Transit Corporation,HR,2022,4870310,4868978,Camden,NJ,16.0,10.8383393711976,2.36238135738868,2.6,375747,2469,1,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",CR,2022,54517695,62976627,New York,NY,527.0,24.2004341812688,8.41318942191887,8.7,1296548,13960,19,0.544,8621501
New Jersey Transit Corporation,CR,2022,46719022,59234633,Newark,NJ,5325.0,24.4614111990785,7.062002533205,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,LR,2022,3877875,514499,Newark,NJ,5325.0,7.28412821419705,0.991414510289936,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,LR,2022,11836097,2117054,Newark,NJ,5325.0,8.43414812540122,0.53706361200171,4.8,282108,5486,2,0.212,307355
New Jersey Transit Corporation,YR,2022,1782817,1098655,Newark,NJ,5325.0,21.0631688127848,0.557828551791315,4.8,282108,5486,2,0.212,307355
Port Authority Trans-Hudson Corporation,HR,2022,46589043,12565499,New York,NY,226.0,10.0211749072654,2.43312567162522,8.7,1296548,13960,19,0.544,8621501
Staten Island Rapid Transit Operating Authority,HR,2022,3757728,2444612,New York,NY,59.0,13.5547055701508,0.65299535151799,8.7,1296548,13960,19,0.544,8621501
MTA Long Island Rail Road,CR,2022,81613697,62918402,New York,NY,2967.0,25.4690847358046,6.7864969133796,8.7,1296548,13960,19,0.544,8621501
Cambria County Transit Authority,IP,2022,0,0,Johnstown,PA,688.0,30.9261625315703,0.0,3.0,13224,1171,8,0.057,18422
Southeastern Pennsylvania Transportation Authority,CR,2022,18093021,16159936,Philadelphia,PA,844.0,16.5626148935428,3.87438447317185,4.6,367544,5229,12,0.23,1593208
Southeastern Pennsylvania Transportation Authority,HR,2022,55932638,15379263,Philadelphia,PA,844.0,4.14658442381391,0.879975871572353,4.6,367544,5229,12,0.23,1593208
